branch_id,from_bus_id,to_bus_id,dist,branch_device_type,cost
102041,3005118,3005456,31.99480688,Line,72.8660198
102042,3005119,3005205,14.20802634,Line,32.35782397
102043,3005337,3005119,25.97098437,Line,59.14716937
102044,3005121,3005120,0,Transformer,99999
102045,3005120,3005239,67.26672687,Line,56.24308267
102046,3005122,3005252,10.83811016,Line,24.68306662
102047,3005122,3005308,15.20124443,Line,34.61981133
102048,3005124,3005123,0,Transformer,99999
102049,3005159,3005123,18.81746277,Line,42.85550527
102050,3008157,3005124,16.72278432,Line,38.08501605
102051,3005125,3005330,3.761659242,Line,8.56692581
102052,3005125,3005330,3.761659242,Line,8.56692581
102053,3005126,3005252,5.415545225,Line,12.33353985
102054,3005126,3005309,9.370481159,Line,21.34064032
102055,3005126,3005386,11.14444023,Line,25.38071273
102056,3005191,3005127,18.63475272,Line,42.43939542
102057,3005127,3005231,37.32188392,Line,84.99807932
102058,3005314,3005127,30.61347931,Line,69.72013922
102059,3005128,3005214,4.637778213,Line,10.56222781
102060,3005128,3005467,5.378597729,Line,12.24939441
102061,3005226,3005129,22.70992838,Line,51.72033379
102062,3005129,3005240,28.18242148,Line,64.18356858
102063,3005173,3005130,4.073775942,Line,9.277750592
102064,3005173,3005130,4.073775942,Line,9.277750592
102065,3005132,3005131,0,Transformer,99999
102066,3005131,3005279,17.40979107,Line,14.5566815
102067,3005131,3005410,23.9490246,Line,20.02426806
102068,3005131,3006107,68.19847768,Line,57.02213853
102069,3005163,3005132,10.31374754,Line,23.48886604
102070,3005155,3005134,21.71880507,Line,49.46311714
102071,3005155,3005135,29.30076565,Line,66.73052219
102072,3005169,3005135,24.83989666,Line,56.57119322
102073,3005135,3005264,24.3165253,Line,55.37925016
102074,3005136,3005288,18.05619341,Line,41.12176553
102075,3005138,3005137,0,Transformer,99999
102076,3005137,3005388,16.2157718,Line,13.55833763
102077,3005137,3005451,88.69465458,Line,74.15941018
102078,3005139,3005183,4.411861222,Line,10.04771707
102079,3005139,3005233,19.44337695,Line,44.2809827
102080,3005344,3005139,4.194823563,Line,9.553428404
102081,3005140,3005466,3.382252384,Line,7.70285222
102082,3005141,3005408,16.53419788,Line,37.65552313
102083,3005142,3005466,38.56909363,Line,87.83851552
102084,3005143,3005216,10.0821614,Line,22.96144418
102085,3005428,3005143,4.592509007,Line,10.45913024
102086,3005428,3005143,4.592509007,Line,10.45913024
102087,3005144,3005314,27.74689323,Line,63.19168232
102088,3005389,3005144,11.1365037,Line,25.36263783
102089,3005145,3005251,5.396103142,Line,12.28926181
102090,3005145,3005251,5.396103142,Line,12.28926181
102091,3005145,3005323,5.721190546,Line,13.0296265
102092,3005145,3005323,5.721190546,Line,13.0296265
102093,3005145,3005323,5.721190546,Line,13.0296265
102094,3005146,3005149,15.61023084,Line,35.55125035
102095,3005146,3005152,4.126897516,Line,9.398731402
102096,3005146,3005152,4.126897516,Line,9.398731402
102097,3005336,3005146,4.516024049,Line,10.2849409
102098,3005336,3005146,4.516024049,Line,10.2849409
102099,3005336,3005146,4.516024049,Line,10.2849409
102100,3005146,3005412,8.469325236,Line,19.28831834
102101,3005147,3005188,7.254068878,Line,16.52065376
102102,3005147,3005224,11.72740929,Line,26.70838555
102103,3005148,3005335,5.230661565,Line,11.91247975
102104,3005148,3005457,14.40227022,Line,32.80020134
102105,3005463,3005148,6.10859418,Line,13.91191221
102106,3005294,3005149,3.748915115,Line,8.537901917
102107,3005149,3005309,6.58761679,Line,15.00285397
102108,3005197,3005150,8.013546676,Line,18.25031334
102109,3005150,3005432,65.26211217,Line,148.6300691
102110,3005154,3005151,18.33208544,Line,41.75009107
102111,3005191,3005151,18.838737,Line,42.9039559
102112,3005407,3005151,19.18011075,Line,43.68141165
102113,3005181,3005152,5.74953307,Line,13.09417469
102114,3005181,3005152,5.74953307,Line,13.09417469
102115,3005205,3005153,17.98412966,Line,40.9576452
102116,3005205,3005153,17.98412966,Line,40.9576452
102117,3005154,3005247,16.96353534,Line,38.6333103
102118,3005290,3005154,17.65700123,Line,40.21263221
102119,3005456,3005156,21.36414716,Line,48.6554076
102120,3005157,3005194,8.154635076,Line,18.57163268
102121,3005333,3005157,10.13860072,Line,23.08998094
102122,3005333,3005157,10.13860072,Line,23.08998094
102123,3005316,3005158,5.227422582,Line,11.90510319
102124,3005316,3005158,5.227422582,Line,11.90510319
102125,3005374,3005158,6.135095216,Line,13.97226654
102126,3005374,3005158,6.135095216,Line,13.97226654
102127,3005271,3005159,45.84021881,Line,104.3980138
102128,3005165,3005160,4.908620925,Line,11.17905387
102129,3005161,3005181,12.83397437,Line,29.22851305
102130,3005161,3005272,9.443208051,Line,21.50627092
102131,3005316,3005161,4.665312075,Line,10.62493433
102132,3005161,3005356,15.77951927,Line,35.93679336
102133,3005162,3005211,25.09921411,Line,57.16177126
102134,3005162,3005437,11.90050862,Line,27.10260762
102135,3005163,3005235,16.7214484,Line,38.08197358
102136,3005165,3005164,0,Transformer,99999
102137,3005166,3005164,0,Transformer,99999
102138,3005167,3005164,0,Transformer,99999
102139,3005164,3005204,76.47024695,Line,63.93833357
102140,3005164,3005464,23.93675709,Line,20.01401094
102141,3005175,3005165,5.419511803,Line,12.34257346
102142,3005175,3005165,5.419511803,Line,12.34257346
102143,3005175,3005165,5.419511803,Line,12.34257346
102144,3005168,3005203,14.89442375,Line,33.92104787
102145,3005168,3005245,19.32404718,Line,44.00921717
102146,3005168,3005311,5.232895577,Line,11.91756757
102147,3005170,3005169,0,Transformer,99999
102148,3005471,3005169,14.07937656,Line,32.06483275
102149,3005171,3005174,13.31082173,Line,30.31450083
102150,3005306,3005172,14.18618278,Line,32.30807671
102151,3005430,3005172,8.081446387,Line,18.40495036
102152,3005173,3005203,12.15608865,Line,27.68467394
102153,3005474,3005174,17.7304,Line,40.37979295
102154,3005195,3005175,8.213135071,Line,18.70486248
102155,3005175,3005370,8.244182762,Line,18.77557151
102156,3005175,3005370,8.244182762,Line,18.77557151
102157,3005177,3005186,23.91058445,Line,54.4547472
102158,3005177,3005186,23.91058445,Line,54.4547472
102159,3005177,3005287,11.37405222,Line,25.90363859
102160,3005258,3005178,12.19062161,Line,27.76332044
102161,3005308,3005178,11.86435006,Line,27.02025893
102162,3005178,3005354,18.11264841,Line,41.25033798
102163,3005180,3005179,0,Transformer,99999
102164,3005358,3005179,71.77326988,Line,60.01109522
102165,3005179,3005380,29.41736652,Line,24.5964603
102166,3005179,3008043,52.40146135,Line,43.81393089
102167,3005179,3008057,60.59671082,Line,50.66614617
102168,3005180,3005485,11.22738719,Line,25.56961886
102169,3005182,3005314,29.50693768,Line,67.20006511
102170,3005183,3005224,4.761205522,Line,10.84332521
102171,3005184,3005373,16.02829904,Line,36.50337254
102172,3005387,3005184,6.254144083,Line,14.24339232
102173,3005185,3005218,11.41630959,Line,25.99987691
102174,3005434,3005185,10.43851058,Line,23.77300547
102175,3005434,3005185,10.43851058,Line,23.77300547
102176,3005186,3005355,14.6519787,Line,33.3688956
102177,3005186,3005355,14.6519787,Line,33.3688956
102178,3005188,3005203,6.433091422,Line,14.65093285
102179,3005188,3005234,14.80724043,Line,33.72249374
102180,3005188,3005253,17.40927636,Line,39.64845548
102181,3005189,3005230,2.48888383,Line,5.668265451
102182,3005189,3005272,1.845022683,Line,4.201915014
102183,3005189,3005352,4.338771079,Line,9.881259187
102184,3005189,3005352,4.338771079,Line,9.881259187
102185,3005190,3005255,34.42860224,Line,78.40882497
102186,3005190,3005264,38.12962681,Line,86.83765941
102187,3005190,3005430,54.08313448,Line,123.1706996
102188,3005191,3005407,18.96914438,Line,43.20094994
102189,3005193,3005192,0,Transformer,99999
102190,3005192,3005279,60.33742654,Line,50.4493533
102191,3006316,3005193,15.86711326,Line,36.13628278
102192,3005194,3005330,19.1103246,Line,43.52247838
102193,3005194,3005376,2.883759769,Line,6.567568832
102194,3005194,3005462,6.64655557,Line,15.13708308
102195,3005197,3005196,0,Transformer,99999
102196,3005198,3005196,0,Transformer,99999
102197,3005196,3005204,45.41427308,Line,37.97180024
102198,3005337,3005197,16.52849165,Line,37.64252758
102199,3005199,3005375,8.962562714,Line,20.41163351
102200,3005199,3005438,3.370605324,Line,7.676326824
102201,3005255,3005200,16.37542608,Line,37.29393103
102202,3005276,3005201,11.83267418,Line,26.94811924
102203,3005327,3005201,16.00209131,Line,36.44368622
102204,3005202,3005381,21.30619112,Line,48.52341662
102205,3005426,3005202,26.5230697,Line,60.40450656
102206,3005205,3005204,0,Transformer,99999
102207,3005206,3005204,0,Transformer,99999
102208,3005207,3005204,0,Transformer,99999
102209,3005208,3005204,0,Transformer,99999
102210,3005361,3005204,15.38713815,Line,12.86550013
102211,3005204,3005413,58.10505795,Line,48.58282437
102212,3005209,3005246,14.95083209,Line,34.04951407
102213,3005247,3005209,15.63871679,Line,35.61612519
102214,3005210,3005233,6.435722559,Line,14.65692508
102215,3005210,3005428,3.632516795,Line,8.272812578
102216,3005211,3005275,14.45550112,Line,32.92143112
102217,3005211,3005327,13.45278797,Line,30.6378194
102218,3005212,3005256,27.29061733,Line,62.15254463
102219,3005333,3005212,15.16689569,Line,34.54158439
102220,3005213,3005250,13.06023518,Line,29.74380683
102221,3005214,3005229,8.805979343,Line,20.05502542
102222,3005468,3005214,3.225357336,Line,7.345534305
102223,3005215,3005277,21.71002902,Line,49.44313028
102224,3005216,3005442,2.811235021,Line,6.402398599
102225,3005216,3005443,4.557603503,Line,10.37963531
102226,3005217,3005310,4.029828485,Line,9.177663217
102227,3005217,3005310,4.029828485,Line,9.177663217
102228,3005217,3005433,10.32114161,Line,23.50570554
102229,3005483,3005217,5.416776604,Line,12.33634423
102230,3005483,3005217,5.416776604,Line,12.33634423
102231,3005219,3005371,18.40340374,Line,41.91251369
102232,3005221,3005411,18.899088,Line,43.04140125
102233,3005222,3005426,17.36990033,Line,39.55877922
102234,3005222,3005426,17.36990033,Line,39.55877922
102235,3005223,3005275,29.51512537,Line,67.21871203
102236,3005307,3005224,7.374358977,Line,16.79460637
102237,3005225,3005259,7.869527192,Line,17.92231866
102238,3005421,3005225,7.870997241,Line,17.92566659
102239,3005227,3005354,24.37482273,Line,55.51201864
102240,3005313,3005228,6.696930755,Line,15.25180917
102241,3005313,3005228,6.696930755,Line,15.25180917
102242,3005313,3005228,6.696930755,Line,15.25180917
102243,3005349,3005228,5.582612059,Line,12.71402332
102244,3005229,3005309,8.742819805,Line,19.91118382
102245,3005230,3005478,13.37885713,Line,30.46944688
102246,3005286,3005231,45.81479994,Line,104.3401241
102247,3005232,3005251,14.91948841,Line,33.97813095
102248,3005440,3005232,6.021707933,Line,13.71403463
102249,3005232,3005442,14.51994057,Line,33.06818763
102250,3005233,3005339,12.52221667,Line,28.51850588
102251,3005234,3005296,17.55090055,Line,39.97099504
102252,3005234,3005296,17.55090055,Line,39.97099504
102253,3005235,3005271,33.00544764,Line,75.16768613
102254,3005411,3005235,16.89233998,Line,38.47116765
102255,3005237,3005236,0,Transformer,99999
102256,3005238,3005236,0,Transformer,99999
102257,3005236,3005394,95.22870716,Line,79.62266485
102258,3005240,3005239,0,Transformer,99999
102259,3005243,3005239,0,Transformer,99999
102260,3005451,3005239,50.76405021,Line,42.44485803
102261,3005239,3006210,92.80140166,Line,77.5931452
102262,3005241,3005240,0,Transformer,99999
102263,3005242,3005241,0,Transformer,99999
102264,3005244,3005306,22.8855302,Line,52.12025511
102265,3005244,3005442,11.94527825,Line,27.20456744
102266,3005245,3005254,17.19996341,Line,39.17175931
102267,3005245,3005339,8.132712298,Line,18.52170503
102268,3005261,3005246,10.03796812,Line,22.86079696
102269,3005248,3005428,6.151785157,Line,14.01027675
102270,3005248,3005457,4.672150692,Line,10.64050882
102271,3005248,3005483,8.186910766,Line,18.64513839
102272,3005292,3005249,7.755195022,Line,17.66193483
102273,3005292,3005249,7.755195022,Line,17.66193483
102274,3005250,3005385,6.396149237,Line,14.5667995
102275,3005250,3005385,6.396149237,Line,14.5667995
102276,3005250,3005385,6.396149237,Line,14.5667995
102277,3005250,3005385,6.396149237,Line,14.5667995
102278,3005251,3005478,5.55449958,Line,12.64999904
102279,3005251,3005478,5.55449958,Line,12.64999904
102280,3005252,3005340,13.12489859,Line,29.89107339
102281,3005252,3005436,3.118007135,Line,7.101051446
102282,3005370,3005253,5.415849948,Line,12.33423384
102283,3005370,3005253,5.415849948,Line,12.33423384
102284,3005254,3005332,18.0257045,Line,41.0523291
102285,3005254,3005420,8.67708424,Line,19.7614755
102286,3005254,3005420,8.67708424,Line,19.7614755
102287,3005254,3005457,14.91508702,Line,33.96810709
102288,3005257,3005256,6.701981502,Line,15.26331191
102289,3005256,3005427,15.33978232,Line,34.93532204
102290,3005439,3005256,15.91987182,Line,36.25643685
102291,3005308,3005258,10.75707699,Line,24.49851903
102292,3005259,3005412,7.534324135,Line,17.15891625
102293,3005261,3005260,0,Transformer,99999
102294,3005262,3005260,0,Transformer,99999
102295,3005263,3005260,0,Transformer,99999
102296,3005317,3005260,6.434804026,Line,5.380270924
102297,3005264,3005471,21.50770132,Line,48.98234255
102298,3005483,3005265,4.441325785,Line,10.11482063
102299,3005483,3005265,4.441325785,Line,10.11482063
102300,3005483,3005265,4.441325785,Line,10.11482063
102301,3005287,3005266,7.104834083,Line,16.18078156
102302,3005267,3005466,20.43568256,Line,46.54089196
102303,3005470,3005267,28.94400007,Line,65.91801258
102304,3005268,3005288,18.62892856,Line,42.4261313
102305,3005427,3005269,13.97803205,Line,31.83402744
102306,3005445,3005269,7.338158484,Line,16.71216218
102307,3005445,3005269,7.338158484,Line,16.71216218
102308,3005270,3005389,25.66524345,Line,58.450865
102309,3005270,3005437,20.83256866,Line,47.44477334
102310,3005270,3005474,16.59762054,Line,37.79996397
102311,3005271,3005390,17.87637319,Line,40.71223708
102312,3005467,3005272,2.543134829,Line,5.79181845
102313,3005273,3005339,15.29625575,Line,34.83619321
102314,3005273,3005422,6.598046993,Line,15.02660806
102315,3005274,3005329,15.47055881,Line,35.23315671
102316,3005274,3005374,13.38598605,Line,30.48568251
102317,3005275,3005476,34.80425723,Line,79.26435395
102318,3005359,3005276,17.54328464,Line,39.95365031
102319,3005277,3005315,22.43184037,Line,51.08700706
102320,3005280,3005278,6.541816045,Line,14.89854586
102321,3005390,3005278,15.21624723,Line,34.65397919
102322,3005280,3005279,0,Transformer,99999
102323,3005281,3005279,0,Transformer,99999
102324,3005282,3005279,0,Transformer,99999
102325,3005283,3005279,0,Transformer,99999
102326,3005279,3005358,57.77529998,Line,48.30710701
102327,3005280,3005461,10.59148311,Line,24.12139011
102328,3005284,3005454,16.21851986,Line,36.93658767
102329,3005289,3005436,2.075883287,Line,4.727684504
102330,3005289,3005436,2.075883287,Line,4.727684504
102331,3005290,3005345,19.84765744,Line,45.20170431
102332,3005291,3005292,8.637921997,Line,19.67228612
102333,3005429,3005291,12.82547686,Line,29.20916054
102334,3005291,3005438,16.47676432,Line,37.52472206
102335,3005292,3005312,9.435661898,Line,21.48908507
102336,3005293,3005338,17.38862285,Line,39.6014185
102337,3005293,3005338,17.38862285,Line,39.6014185
102338,3005293,3005402,15.29647205,Line,34.83668582
102339,3005293,3005402,15.29647205,Line,34.83668582
102340,3005296,3005295,0,Transformer,99999
102341,3005297,3005295,0,Transformer,99999
102342,3005298,3005295,0,Transformer,99999
102343,3005299,3005295,0,Transformer,99999
102344,3005300,3005295,0,Transformer,99999
102345,3005301,3005295,0,Transformer,99999
102346,3005302,3005295,0,Transformer,99999
102347,3005303,3005295,0,Transformer,99999
102348,3005304,3005295,8.614128754,Line,7.202448791
102349,3005295,3005444,92.16981302,Line,77.06506105
102350,3005296,3005400,9.205968884,Line,20.96597468
102351,3005305,3005304,0,Transformer,99999
102352,3005307,3005341,4.793766704,Line,10.91748111
102353,3005307,3005341,4.793766704,Line,10.91748111
102354,3005351,3005308,6.892309766,Line,15.69677172
102355,3005351,3005308,6.892309766,Line,15.69677172
102356,3005310,3005339,14.03066751,Line,31.95390117
102357,3005310,3005379,3.804971869,Line,8.665567403
102358,3005310,3005438,13.6368726,Line,31.05705974
102359,3005316,3005354,12.17306988,Line,27.72334755
102360,3005318,3005317,0,Transformer,99999
102361,3005319,3005317,0,Transformer,99999
102362,3005320,3005317,0,Transformer,99999
102363,3005321,3005317,0,Transformer,99999
102364,3005388,3005317,99.27784644,Line,83.00823281
102365,3005401,3005317,8.199234885,Line,6.855547562
102366,3005401,3005317,8.199234885,Line,6.855547562
102367,3005473,3005318,10.44059724,Line,23.77775768
102368,3005473,3005318,10.44059724,Line,23.77775768
102369,3005323,3005322,0,Transformer,99999
102370,3005323,3005322,0,Transformer,99999
102371,3005324,3005322,0,Transformer,99999
102372,3005325,3005322,0,Transformer,99999
102373,3005326,3005322,0,Transformer,99999
102374,3005322,3005384,24.11356865,Line,20.1618467
102375,3005448,3005322,10.53301938,Line,8.80687239
102376,3005376,3005323,5.215586496,Line,11.8781473
102377,3005376,3005323,5.215586496,Line,11.8781473
102378,3005323,3005425,11.42250451,Line,26.01398544
102379,3005323,3005425,11.42250451,Line,26.01398544
102380,3005446,3005328,20.5027426,Line,46.69361668
102381,3005330,3005433,12.60161695,Line,28.69933467
102382,3005400,3005331,15.32609434,Line,34.90414861
102383,3005450,3005331,18.3603007,Line,41.81434942
102384,3005429,3005332,7.369740044,Line,16.78408706
102385,3005427,3005333,20.58140107,Line,46.87275607
102386,3005427,3005333,20.58140107,Line,46.87275607
102387,3005334,3005484,35.97077162,Line,81.92101196
102388,3005335,3005372,10.78978515,Line,24.57300965
102389,3005335,3005425,9.970886568,Line,22.70802324
102390,3005351,3005336,5.082446371,Line,11.57492962
102391,3005351,3005336,5.082446371,Line,11.57492962
102392,3005351,3005336,5.082446371,Line,11.57492962
102393,3005481,3005338,14.4913158,Line,33.00299664
102394,3005481,3005338,14.4913158,Line,33.00299664
102395,3005340,3005462,14.13532537,Line,32.1922524
102396,3005340,3005467,1.928292255,Line,4.39155586
102397,3005342,3005341,0,Transformer,99999
102398,3005343,3005341,0,Transformer,99999
102399,3005422,3005341,5.440027262,Line,12.38929604
102400,3005422,3005341,5.440027262,Line,12.38929604
102401,3005341,3005465,13.23236916,Line,30.13583038
102402,3005341,3005465,13.23236916,Line,30.13583038
102403,3005341,3005465,13.23236916,Line,30.13583038
102404,3005341,3005465,13.23236916,Line,30.13583038
102405,3005372,3005344,4.387650137,Line,9.992577952
102406,3005344,3005482,9.056987124,Line,20.62667875
102407,3005375,3005346,3.338779025,Line,7.603844569
102408,3005346,3005441,7.220461625,Line,16.4441155
102409,3005346,3005441,7.220461625,Line,16.4441155
102410,3005443,3005346,3.013128711,Line,6.862197892
102411,3005443,3005346,3.013128711,Line,6.862197892
102412,3005348,3005355,19.08429253,Line,43.4631921
102413,3005349,3005462,7.592946209,Line,17.29242408
102414,3005351,3005350,0,Transformer,99999
102415,3005351,3005350,0,Transformer,99999
102416,3005350,3005448,47.08151005,Line,39.36581107
102417,3005350,3005464,41.3802645,Line,34.59888336
102418,3005351,3005431,14.99375926,Line,34.14727783
102419,3005376,3005353,4.123754779,Line,9.39157403
102420,3005376,3005353,4.123754779,Line,9.39157403
102421,3005353,3005468,7.936189251,Line,18.07413701
102422,3005355,3005445,14.29497799,Line,32.5558505
102423,3005355,3005445,14.29497799,Line,32.5558505
102424,3005386,3005356,3.252070215,Line,7.40637109
102425,3005356,3005431,18.50599754,Line,42.14616417
102426,3005357,3005386,13.94426478,Line,31.75712476
102427,3005359,3005358,0,Transformer,99999
102428,3005360,3005358,0,Transformer,99999
102429,3008155,3005358,49.28827874,Line,41.2109354
102430,3005362,3005361,0,Transformer,99999
102431,3005363,3005361,0,Transformer,99999
102432,3005364,3005361,0,Transformer,99999
102433,3005365,3005361,0,Transformer,99999
102434,3005366,3005361,0,Transformer,99999
102435,3005367,3005361,0,Transformer,99999
102436,3005368,3005361,0,Transformer,99999
102437,3005369,3005361,0,Transformer,99999
102438,3005373,3005433,7.769515311,Line,17.69454833
102439,3005385,3005374,5.508498347,Line,12.54523433
102440,3005385,3005374,5.508498347,Line,12.54523433
102441,3005385,3005374,5.508498347,Line,12.54523433
102442,3005377,3005477,10.63256349,Line,24.2149479
102443,3005470,3005378,6.297182818,Line,14.34141014
102444,3005379,3005442,12.41912827,Line,28.28372897
102445,3005381,3005380,0,Transformer,99999
102446,3005382,3005380,0,Transformer,99999
102447,3005383,3005380,0,Transformer,99999
102448,3005380,3005384,43.4006806,Line,36.28819448
102449,3005381,3005439,11.84392164,Line,26.97373459
102450,3005381,3005439,11.84392164,Line,26.97373459
102451,3005385,3005384,0,Transformer,99999
102452,3005385,3005384,0,Transformer,99999
102453,3005387,3005429,8.529278197,Line,19.42485718
102454,3005469,3005387,4.095665358,Line,9.327602264
102455,3005389,3005388,0,Transformer,99999
102456,3005388,3008067,83.19000751,Line,69.55686247
102457,3005389,3005393,22.94599311,Line,52.25795532
102458,3005391,3005390,0,Transformer,99999
102459,3005390,3005458,15.75938043,Line,35.89092852
102460,3005392,3005391,0,Transformer,99999
102461,3005459,3005391,15.75938043,Line,35.89092852
102462,3005395,3005394,0,Transformer,99999
102463,3005399,3005394,0,Transformer,99999
102464,3005396,3005395,0,Transformer,99999
102465,3005397,3005396,0,Transformer,99999
102466,3005398,3005397,0,Transformer,99999
102467,3005402,3005401,0,Transformer,99999
102468,3005403,3005401,0,Transformer,99999
102469,3005404,3005401,0,Transformer,99999
102470,3005405,3005401,0,Transformer,99999
102471,3005406,3005401,0,Transformer,99999
102472,3005407,3005470,41.89055994,Line,95.40293154
102473,3005408,3005421,12.78187425,Line,29.10985853
102474,3005409,3005447,6.122572336,Line,13.94374652
102475,3005411,3005410,0,Transformer,99999
102476,3005410,3005451,31.43243654,Line,26.28130146
102477,3005411,3005477,10.73196695,Line,24.44133259
102478,3006316,3005411,19.61117644,Line,44.66313475
102479,3005414,3005413,0,Transformer,99999
102480,3005415,3005413,0,Transformer,99999
102481,3005416,3005413,0,Transformer,99999
102482,3005417,3005413,0,Transformer,99999
102483,3005418,3005413,0,Transformer,99999
102484,3005419,3005413,0,Transformer,99999
102485,3005414,3005471,24.7038751,Line,56.26141327
102486,3005423,3005422,0,Transformer,99999
102487,3005424,3005422,0,Transformer,99999
102488,3005432,3005430,14.7525493,Line,33.59793836
102489,3005435,3005471,28.10029055,Line,63.99652092
102490,3005443,3005469,4.824298066,Line,10.98701423
102491,3005445,3005444,0,Transformer,99999
102492,3005470,3005446,10.48305184,Line,23.87444518
102493,3005449,3005448,0,Transformer,99999
102494,3005448,3005479,30.22070216,Line,25.26814562
102495,3005452,3005451,0,Transformer,99999
102496,3005459,3005458,0,Transformer,99999
102497,3005460,3005459,0,Transformer,99999
102498,3006140,3005459,13.88566378,Line,31.62366492
102499,3005459,3006325,22.22212243,Line,50.60938856
102500,3005463,3005478,3.445626341,Line,7.847182143
102501,3005465,3005464,0,Transformer,99999
102502,3005467,3005482,5.371981293,Line,12.23432593
102503,3005480,3005479,0,Transformer,99999
102504,3006001,3006281,4.458483859,Line,10.15389699
102505,3006001,3006283,10.11845176,Line,23.04409304
102506,3006001,3006312,10.34799849,Line,23.56687028
102507,3006002,3006060,17.12961313,Line,39.01154129
102508,3006002,3006291,4.37073695,Line,9.954059307
102509,3006002,3006291,4.37073695,Line,9.954059307
102510,3006002,3006332,9.945358404,Line,22.64988456
102511,3006004,3006003,0,Transformer,99999
102512,3006006,3006003,0,Transformer,99999
102513,3006007,3006003,0,Transformer,99999
102514,3006008,3006003,0,Transformer,99999
102515,3006009,3006003,0,Transformer,99999
102516,3006010,3006003,0,Transformer,99999
102517,3006003,3006107,50.77315087,Line,42.45246728
102518,3006292,3006003,26.8467777,Line,22.44713854
102519,3006005,3006004,0,Transformer,99999
102520,3006005,3006004,0,Transformer,99999
102521,3006102,3006004,29.7618413,Line,36.97123143
102522,3006012,3006005,18.29485995,Line,41.66531251
102523,3006012,3006005,18.29485995,Line,41.66531251
102524,3006005,3006117,16.94992405,Line,38.6023115
102525,3006005,3006117,16.94992405,Line,38.6023115
102526,3006011,3006068,9.495605751,Line,21.62560316
102527,3006163,3006011,7.240393329,Line,16.48950862
102528,3006027,3006012,14.19313363,Line,32.32390682
102529,3006027,3006012,14.19313363,Line,32.32390682
102530,3006026,3006013,11.37744024,Line,25.91135458
102531,3006013,3006128,9.495516179,Line,21.62539916
102532,3006013,3006168,5.301036825,Line,12.07275467
102533,3006013,3006225,14.16514787,Line,32.26017114
102534,3006014,3006096,16.37018326,Line,37.28199086
102535,3006133,3006014,14.11141259,Line,32.13779264
102536,3006014,3006139,16.84783136,Line,38.36980226
102537,3006015,3006112,13.75426935,Line,31.32442296
102538,3006236,3006015,13.12549964,Line,29.89244225
102539,3006016,3006168,8.288606021,Line,18.87674249
102540,3006016,3006168,8.288606021,Line,18.87674249
102541,3006199,3006016,4.573437936,Line,10.41569716
102542,3006199,3006016,4.573437936,Line,10.41569716
102543,3006199,3006016,4.573437936,Line,10.41569716
102544,3006016,3006356,4.195506683,Line,9.554984164
102545,3006068,3006017,9.38459435,Line,21.37278216
102546,3006068,3006017,9.38459435,Line,21.37278216
102547,3006068,3006017,9.38459435,Line,21.37278216
102548,3006017,3006159,5.111420702,Line,11.64091671
102549,3006017,3006159,5.111420702,Line,11.64091671
102550,3006017,3006159,5.111420702,Line,11.64091671
102551,3006160,3006018,3.86147799,Line,8.794256293
102552,3006160,3006018,3.86147799,Line,8.794256293
102553,3006160,3006018,3.86147799,Line,8.794256293
102554,3006018,3006256,5.738339213,Line,13.06868144
102555,3006018,3006256,5.738339213,Line,13.06868144
102556,3006018,3006256,5.738339213,Line,13.06868144
102557,3006040,3006019,1.757052005,Line,4.001567714
102558,3006040,3006019,1.757052005,Line,4.001567714
102559,3006040,3006019,1.757052005,Line,4.001567714
102560,3006019,3006113,3.385734681,Line,7.710782918
102561,3006019,3006113,3.385734681,Line,7.710782918
102562,3006019,3006306,7.315740939,Line,16.66110773
102563,3006019,3006313,11.80394439,Line,26.8826891
102564,3006019,3006313,11.80394439,Line,26.8826891
102565,3006020,3006212,4.693248393,Line,10.68855742
102566,3006020,3006252,14.40568326,Line,32.80797429
102567,3006022,3006021,0,Transformer,99999
102568,3006118,3006021,10.33766842,Line,8.643535471
102569,3006021,3006210,41.22708148,Line,34.47080391
102570,3006023,3006022,0,Transformer,99999
102571,3006315,3006022,32.43428701,Line,40.29103977
102572,3006022,3006350,19.40601629,Line,24.10685253
102573,3006120,3006023,10.33766842,Line,23.54334424
102574,3006023,3006262,14.62199622,Line,33.3006125
102575,3006023,3006262,14.62199622,Line,33.3006125
102576,3006024,3006181,16.0584818,Line,36.57211175
102577,3006024,3006219,6.914340223,Line,15.74694461
102578,3006024,3006330,13.39968205,Line,30.51687423
102579,3006025,3006060,12.5220242,Line,28.51806753
102580,3006121,3006025,6.886508323,Line,15.68355933
102581,3006025,3006337,8.186981265,Line,18.64529895
102582,3006025,3006337,8.186981265,Line,18.64529895
102583,3006352,3006025,5.596509195,Line,12.74567311
102584,3006026,3006182,13.13469098,Line,29.91337491
102585,3006236,3006026,7.059458326,Line,16.07744132
102586,3006236,3006026,7.059458326,Line,16.07744132
102587,3006027,3006181,15.57592003,Line,35.47310981
102588,3006126,3006028,5.248139566,Line,11.95228473
102589,3006126,3006028,5.248139566,Line,11.95228473
102590,3006028,3006223,5.727171535,Line,13.0432478
102591,3006028,3006223,5.727171535,Line,13.0432478
102592,3006028,3006289,16.93152858,Line,38.56041705
102593,3006029,3006221,35.6613194,Line,81.21625536
102594,3006329,3006029,25.13629888,Line,57.24622933
102595,3006031,3006030,0,Transformer,99999
102596,3006030,3006172,23.18815363,Line,28.80515978
102597,3006030,3006188,83.57381815,Line,103.8184076
